csv_name,start_date,end_date,total_data
customers.csv,2024-10-18 16:31:19.245440,2024-10-18 16:31:22.496580,99441
products.csv,2024-10-18 16:31:22.649186,2024-10-18 16:31:23.972225,32951
sellers.csv,2024-10-18 16:31:24.011822,2024-10-18 16:31:24.211068,3095
geolocation.csv,2024-10-18 16:31:24.216783,2024-10-18 16:32:29.986180,1000163
orders.csv,2024-10-18 16:32:30.589032,2024-10-18 16:32:36.601890,99441
order_items.csv,2024-10-18 16:32:36.976253,2024-10-18 16:32:43.775926,112650
order_payments.csv,2024-10-18 16:32:43.975214,2024-10-18 16:32:51.511172,103886
order_reviews.csv,2024-10-18 16:32:51.611604,2024-10-18 16:32:57.031539,99224
product_category_name_translation.csv,2024-10-18 16:32:57.344868,2024-10-18 16:32:57.355211,71
